line,method,return_value
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:20,#<Class:TZInfo::RubyCoreSupport>#rational_new!,(-1/12) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Fixnum#div,-1 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Fixnum#div,16 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,#<Class:Rational>#convert,(-1/16) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Kernel#Rational,(-1/16) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:20,#<Class:TZInfo::RubyCoreSupport>#rational_new!,(-1/16) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Fixnum#div,-1 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Fixnum#div,24 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,#<Class:Rational>#convert,(-1/24) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Kernel#Rational,(-1/24) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:20,#<Class:TZInfo::RubyCoreSupport>#rational_new!,(-1/24) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Fixnum#div,-1 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Fixnum#div,48 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,#<Class:Rational>#convert,(-1/48) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Kernel#Rational,(-1/48) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:20,#<Class:TZInfo::RubyCoreSupport>#rational_new!,(-1/48) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Fixnum#div,0 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Fixnum#div,1 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,#<Class:Rational>#convert,(0/1) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Kernel#Rational,(0/1) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:20,#<Class:TZInfo::RubyCoreSupport>#rational_new!,(0/1) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Fixnum#div,1 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Fixnum#div,48 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,#<Class:Rational>#convert,(1/48) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Kernel#Rational,(1/48) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:20,#<Class:TZInfo::RubyCoreSupport>#rational_new!,(1/48) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Fixnum#div,1 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Fixnum#div,24 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,#<Class:Rational>#convert,(1/24) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Kernel#Rational,(1/24) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:20,#<Class:TZInfo::RubyCoreSupport>#rational_new!,(1/24) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Fixnum#div,1 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Fixnum#div,16 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,#<Class:Rational>#convert,(1/16) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Kernel#Rational,(1/16) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:20,#<Class:TZInfo::RubyCoreSupport>#rational_new!,(1/16) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Fixnum#div,1 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Fixnum#div,12 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,#<Class:Rational>#convert,(1/12) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Kernel#Rational,(1/12) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:20,#<Class:TZInfo::RubyCoreSupport>#rational_new!,(1/12) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Fixnum#div,5 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Fixnum#div,48 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,#<Class:Rational>#convert,(5/48) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Kernel#Rational,(5/48) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:20,#<Class:TZInfo::RubyCoreSupport>#rational_new!,(5/48) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Fixnum#div,1 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Fixnum#div,8 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,#<Class:Rational>#convert,(1/8) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Kernel#Rational,(1/8) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:20,#<Class:TZInfo::RubyCoreSupport>#rational_new!,(1/8) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Fixnum#div,7 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Fixnum#div,48 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,#<Class:Rational>#convert,(7/48) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Kernel#Rational,(7/48) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:20,#<Class:TZInfo::RubyCoreSupport>#rational_new!,(7/48) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Fixnum#div,1 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Fixnum#div,6 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,#<Class:Rational>#convert,(1/6) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Kernel#Rational,(1/6) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:20,#<Class:TZInfo::RubyCoreSupport>#rational_new!,(1/6) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Fixnum#div,3 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Fixnum#div,16 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,#<Class:Rational>#convert,(3/16) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Kernel#Rational,(3/16) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:20,#<Class:TZInfo::RubyCoreSupport>#rational_new!,(3/16) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Fixnum#div,5 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Fixnum#div,24 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,#<Class:Rational>#convert,(5/24) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Kernel#Rational,(5/24) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:20,#<Class:TZInfo::RubyCoreSupport>#rational_new!,(5/24) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Fixnum#div,11 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Fixnum#div,48 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,#<Class:Rational>#convert,(11/48) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Kernel#Rational,(11/48) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:20,#<Class:TZInfo::RubyCoreSupport>#rational_new!,(11/48) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Fixnum#div,1 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Fixnum#div,4 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,#<Class:Rational>#convert,(1/4) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Kernel#Rational,(1/4) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:20,#<Class:TZInfo::RubyCoreSupport>#rational_new!,(1/4) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Fixnum#div,13 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Fixnum#div,48 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,#<Class:Rational>#convert,(13/48) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Kernel#Rational,(13/48) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:20,#<Class:TZInfo::RubyCoreSupport>#rational_new!,(13/48) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Fixnum#div,7 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Fixnum#div,24 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,#<Class:Rational>#convert,(7/24) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Kernel#Rational,(7/24) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:20,#<Class:TZInfo::RubyCoreSupport>#rational_new!,(7/24) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Fixnum#div,5 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Fixnum#div,16 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,#<Class:Rational>#convert,(5/16) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Kernel#Rational,(5/16) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:20,#<Class:TZInfo::RubyCoreSupport>#rational_new!,(5/16) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Fixnum#div,1 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Fixnum#div,3 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,#<Class:Rational>#convert,(1/3) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Kernel#Rational,(1/3) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:20,#<Class:TZInfo::RubyCoreSupport>#rational_new!,(1/3) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Fixnum#div,17 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Fixnum#div,48 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,#<Class:Rational>#convert,(17/48) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Kernel#Rational,(17/48) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:20,#<Class:TZInfo::RubyCoreSupport>#rational_new!,(17/48) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Fixnum#div,3 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Fixnum#div,8 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,#<Class:Rational>#convert,(3/8) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Kernel#Rational,(3/8) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:20,#<Class:TZInfo::RubyCoreSupport>#rational_new!,(3/8) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Fixnum#div,19 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Fixnum#div,48 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,#<Class:Rational>#convert,(19/48) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Kernel#Rational,(19/48) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:20,#<Class:TZInfo::RubyCoreSupport>#rational_new!,(19/48) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Fixnum#div,5 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Fixnum#div,12 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,#<Class:Rational>#convert,(5/12) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Kernel#Rational,(5/12) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:20,#<Class:TZInfo::RubyCoreSupport>#rational_new!,(5/12) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Fixnum#div,7 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Fixnum#div,16 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,#<Class:Rational>#convert,(7/16) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Kernel#Rational,(7/16) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:20,#<Class:TZInfo::RubyCoreSupport>#rational_new!,(7/16) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Fixnum#div,11 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Fixnum#div,24 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,#<Class:Rational>#convert,(11/24) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Kernel#Rational,(11/24) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:20,#<Class:TZInfo::RubyCoreSupport>#rational_new!,(11/24) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Fixnum#div,23 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Fixnum#div,48 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,#<Class:Rational>#convert,(23/48) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Kernel#Rational,(23/48) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:20,#<Class:TZInfo::RubyCoreSupport>#rational_new!,(23/48) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Fixnum#div,1 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Fixnum#div,2 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,#<Class:Rational>#convert,(1/2) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Kernel#Rational,(1/2) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:20,#<Class:TZInfo::RubyCoreSupport>#rational_new!,(1/2) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Fixnum#div,25 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Fixnum#div,48 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,#<Class:Rational>#convert,(25/48) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Kernel#Rational,(25/48) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:20,#<Class:TZInfo::RubyCoreSupport>#rational_new!,(25/48) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Fixnum#div,13 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Fixnum#div,24 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,#<Class:Rational>#convert,(13/24) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Kernel#Rational,(13/24) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:20,#<Class:TZInfo::RubyCoreSupport>#rational_new!,(13/24) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Fixnum#div,9 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Fixnum#div,16 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,#<Class:Rational>#convert,(9/16) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Kernel#Rational,(9/16) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:20,#<Class:TZInfo::RubyCoreSupport>#rational_new!,(9/16) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Fixnum#div,7 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Fixnum#div,12 (Fixnum)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,#<Class:Rational>#convert,(7/12) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:19,Kernel#Rational,(7/12) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/tzinfo-1.2.2/lib/tzinfo/ruby_core_support.rb:20,#<Class:TZInfo::RubyCoreSupport>#rational_new!,(7/12) (Rational)
/Users/brian/.rvm/gems/ruby-2.2.3/gems/activesupport-4.2.5/lib/active_support/core_ext/time/marshal.rb:4,Fixnum#+,1262278800000000000 (Fixnum)
